Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
Keller Lufttechnik GmbH + Co. KG,https://www.keller-lufttechnik.de,False,Absaugarme,Absauglösungen,Absaugtische,,,,,,
Helmers Maschinenbau GmbH,https://helmers-move.de,False,Automatisierungstechnik,Lagertechniken & -systeme,Rohrbahnförder- & Zerlegetechniken,,,,,,
Wulf Johannsen KG GmbH & Co.,https://www.wulf-johannsen.de,True,Dieselmotoren,Ersatzteile,Gasmotoren,Erodiermaschinen,Fräsmaschinen,Metallspritzmaschinen,Getriebeinstandsetzungen,Gleitlagerherstellungen,Kaltgasspritzen
POKOLM Frästechnik GmbH & Co. KG,https://www.pokolm.de,False,Aufnahmesysteme,Beratungen,Fräswerkzeuge,,,,,,
KELLER HCW GmbH,https://www.keller.de,False,Automatisierungen,Maschinen und Anlagen,Thermische Prozesse,,,,,,
Stiebel-Getriebebau GmbH & Co. KG,https://www.stiebel.de,False,Antriebseinheiten,Getriebemotoren,Pumpenantriebe,,,,,,
Bystronic Maschinenbau GmbH,https://www.bystronic.com/de/,False,Abkantpressen,Biegeautomationen,Laserschneidmaschinen,Abkantpressen,Laserschneidmaschinen,Rohrlaser,Biegeprozesse,Laserschneidens,Rohrschneidens
LECHLER GmbH,https://www.lechler.com,False,Düsen,Düsensysteme,Düsentechnologien,,,,,,
GLAMA Maschinenbau GmbH,http://www.glama.de,False,Automatisierungslösungen,Manipulatoren,Roboter,,,,,,
Anthon GmbH,https://www.anthon.de,False,Handlings / Peripherien,Industrielle Sägeanlagen,Verpackungslinien,,,,,,
Polyplan-GmbH,https://www.polyplangmbh.de,False,Automatisierte De-/Palettierlösungen,Automatisierungslösungen,Robotergeführte Polyurethan-Technologien,Dosieranlagen,Roboter,Schäumanlagen,Automatisierte Fertigungen,Polyurethan-Verarbeitungen,Robotergeführte Prozesse
Zirkon Druckmaschinen GmbH,https://www.zirkon-print.de,False,Druckmaschinen,Retrofit-Lösungen,Serviceleistungen,,,,,,
BBG GmbH & Co. KG,https://www.bbg-mbh.com,True,Formenträgersysteme,Pressen,Werkzeuge,Formenbaumaschinen,Pressen,Spritzgießmaschinen,Formenbauten,Pressen,Spritzgießverfahren
PRÄWEMA Antriebstechnik GmbH,http://www.praewema.de,False,Maschinen,Services,Werkzeuge,Fräsmaschinen,Honmaschinen,Schleifmaschinen,Drehungen,Honungen,Schleifungen
Robert Bürkle GmbH,https://www.burkle.tech,False,Anlagen für die Fußbodenindustrie,Anlagen für die Möbelindustrie,Anlagen für die Türenindustrie,Beschichtungsanlagen,Laminieranlagen,Pressen,Laminierungen,Oberflächenveredelungen,Pressungen
G. Kraft Maschinenbau GmbH,https://www.kraft-maschinenbau.de,True,Automatisierungslösungen,Maschinen,Sondermaschinen,Fräsmaschinen,Fördersysteme,Sägen,Automatisierungen,Montagen,Zerspanungen
Otto Bihler Maschinenfabrik GmbH & Co. KG,https://www.bihler.de/de/,True,Maschinen,Prozessmodule / Peripheriegeräte,Schweißtechnik,,,,Biegen,Schweißtechniken,Stanzen
Maschinenfabrik Gustav Eirich,https://www.eirich.de/de/,False,Granuliertechnik & Pelletiertechnik,Mahltechnik,Mischtechnik,,,,,,
VAF Gesellschaft für Verkettungsanlagen,https://www.vaf-sondermaschinen.de,True,Montageanlagen für Powertrains,Steuerungstechniken,Umbauten von Bestandsanlagen,,,,,,
KRONEN GmbH,https://www.kronen.eu,False,Maschinen,SMART Lösungen,Verarbeitungslinien,Entkeimungsmaschinen,Fördermaschinen,Mischmaschinen,Entkeimungen,Förderungen,Mischungen
GHD Georg Hartmann Maschinenbau GmbH,https://www.ghd.net,False,Schneidemaschinen,Verpackungsmaschinen,Verschließgeräte,Schneidemaschinen,Verpackungsmaschinen,Verschließgeräte,Schneiden,Verpacken,Verschließen
PROFILMETALL GmbH,https://www.profilmetall.de,True,3D-gebogene Profile,Beschichtete Profile,Rollgeformte Profile,Ausklingmaschinen,Automatisierungsmaschinen,Beschichtungsmaschinen,Ausklingen,Automatisieren,Beschichten
ENGMATEC GmbH,https://www.engmatec.de,False,Engineerings,Montageanlagen,Prüftechniken,,,,,,
ALZMETALL GmbH & Co. KG,https://alzmetall.de,True,Bearbeitungszentren,Bohrmaschinen,Gießereiprodukte,Bohrmaschinen,Fräsmaschinen,Schleifmaschinen,Bohren,Fräsen,Schleifen
Satisloh GmbH,https://www.satisloh.com,False,optische Beschichtungsmaschinen,optische Maschinen,optische Softwarelösungen,Beschichtungsmaschinen,Graviermaschinen,Poliermaschinen,Beschichtungen,Gravieren,Polierens
J. Engelsmann AG,https://www.engelsmann.de,False,Big Bag Handling Systeme,Industrielle Anlagen,Siebmaschinen,,,,,,
vhf camfacture AG,https://www.vhf.de,False,CAM-Software,CNC-Fräsmaschinen,Fräswerkzeuge,,,,,,
Zimmer & Kreim GmbH & Co. KG,https://www.zk-system.com,False,Automatisierungslösungen,Senkerodiermaschinen,Softwarelösungen,,,,,,
Haitian International Germany GmbH,https://haitiangermany.com,False,Energieeffiziente servo-hydraulische und elektrische IMM,HT·XTEND intelligente Maschinenmerkmale,Spritzgießmaschinen,,,,Kunststoffverarbeitungen,,
Maschinenbau Karp GmbH,https://karp-maschinenfabrik.de,True,Dreh- und Frästeile,Große Maschinenbauteile,Komplett einbaufertige Werkzeuge,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Materialveredelungen,Oberflächenbehandlungen,Prozessoptimierungen
H. Leiter GmbH,https://leergutleiter.com,False,"Betrieb, Wartung und Reinigung von Inhouse-Sortieranlagen",Logistik- und Sortierlösungen im Leergut Segment,Sortierdienstleistungen einschließlich vorgelagerter Logistik,,,,,,
