Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size
CW Bearing GmbH,http://www.cwbearing.de,False,E-Mobility Lager,Rollenlager,Schrägkugellager,,,,,,,Hamburg,232843.0,No Match
WESTFALIA Metal Hoses GmbH,https://www.westfalia-mh.com,False,Adaptiersysteme,flexible Metallschläuche,gastichte Entkopplungselemente,,,,,,,Hilchenbach,3543064.0,120-200
NEUMO Armaturenfabrik-Apparatebau,https://www.neumo.de,False,Apparate,Komponenten,Rohre,,,,,,,Knittlingen,422706.0,10-15
RT-Filtertechnik GmbH,http://www.rt-filter.de,False,Filtrationen technischer Gase,Hydraulikfiltrationen,Motorluftfiltrationen,,,,,,,Friedrichshafen,2884653.0,120-200
Wolfgang Loch GmbH & Co. KG,https://www.loch.de/de/,True,Stanzteile,Umformteile,Ziehteile,Stanzautomaten,Umformmaschinen,Ziehmaschinen,Stanzen,Umformen,Ziehen,Idar-Oberstein,3726829.0,120-200
Johannes Lübbering GmbH,https://www.luebbering.de/de/,False,Bohrer,Dienstleistungen,Schrauben,,,,,,,Herzebrock-Clarholz,1874805.0,80-120
Stengel GmbH,https://www.stengel-gmbh.de,True,Nasszellen,Serverschränke,Systembäder,CNC-Biegemaschinen,CNC-Stanzmaschinen,Tiefziehpressen,Biegen,Stanzen,Tiefziehen,Ellwangen (Jagst),10994280.0,350-600
RK Kutting GmbH,https://www.kutting.de,False,Armaturen,Schlauchprodukte,Systemlösungen,,,,,,,Talheim,1064531.0,21-40
ECONAUTIC SYSTEMS GmbH,http://www.econautic.de,True,Brennkammern,Schweißbaugruppen,Verstellringe,CNC-Bearbeitungsmaschinen,,,Drehungen,Fräsungen,Schweißungen,Dargun,1995281.0,80-120
Norafin Industries (Germany) GmbH,https://norafin.de,False,Filtermedien,Vliesstoffe,technische Textilien,Nadelverfestigungsmaschinen,Produktionslinien,Wasserstrahlanlagen,Nadelverfestigungen,Produktionsprozesse,Wasserstrahlverfestigungen,Mildenau,2535225.0,120-200
Schukat electronic Vertriebs GmbH,https://www.schukat.com,False,Elektronikkomponenten,Lüfter,Stromversorgungen,,,,,,,Monheim am Rhein,5513508.0,200-350
POLYWEST Kunststofftechnik,https://polywest.de,False,Adapter,Druckformen,Sleeves,,,,,,,Ahaus,590746.0,10-15
Uwe Weller Feinwerktechnik GmbH,https://www.weller-feinwerktechnik.de,True,Mechanische Baugruppen,Medizintechnische Komponenten,Optikkomponenten,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Wetzlar,3141662.0,120-200
Afflerbach Bödenpresserei GmbH & Co KG,https://www.afflerbach.de,True,Böden,Sonderpressteile,Verschlüsse,Oberflächenbehandlungsmaschinen,Pressmaschinen,Wärmebehandlungsanlagen,Oberflächenbehandlungen,Pressen,Wärmebehandlungen,Puderbach,6666141.0,200-350
H.K.O. Isolier- und Textiltechnik GmbH,https://www.hko.de,False,Filtrationslösungen,Hitzeschutztextilien,Wärmedämmprodukte,,,,,,,Oberhausen,834140.0,15-20
H & H Gesellschaft für Engineering,https://www.huh.de,True,3D-Drucke,Prototypen,Serienfertigungen,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Erodieren,Fräsen,Laserschneiden,Leopoldshöhe,605865.0,10-15
Wagner Magnete GmbH & Co. KG,https://www.wagner-magnete.de,False,Entmagnetisierungsgeräte,Magnetseparatoren,Spannmagneten,,,,,,,Heimertingen,129914.0,No Match
Hans Kämmerer GmbH,https://www.hans-kaemmerer.de,True,Instandhaltungen,Neufertigungen,Reparaturen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Wachtendonk,69029.0,No Match
Max Schlatterer GmbH & Co. KG,https://esband.de,False,Antriebsbänder,Formatbänder,Transportbänder,,,,,,,Herbrechtingen,5000070.0,200-350
MB Spritzgusstechnik GmbH,https://www.mb-spritzgusstechnik.de,True,Spritzgussteile,Veredelungen,Werkzeuge,Spritzgussmaschinen,Veredelungsmaschinen,Werkzeugmaschinen,Spritzgießens,Veredelungen,Werkzeugbauten,Marktoberdorf,2159181.0,80-120
ANTON TRÄNKLE GMBH & CO KG,https://www.anton-traenkle.com,True,Baugruppen,Drehteile,Ventile,CNC-Maschinen,Drehmaschinen,Mehrspindelmaschinen,Drehungen,Oberflächenbehandlungen,Schleifungen,Triberg im Schwarzwald,1713230.0,60-80
Lakowa Gesellschaft für Kunststoffbearbeitung,https://lakowa.com,False,Innenausstattungen,Kunststoffteile,Systembaugruppen,Fräsmaschinen,RIM-Anlagen,Thermoformmaschinen,Fräsen,RIM-Verfahren,Thermoformen,Wilthen,2021678.0,80-120
Buschhoff Stanztechnik GmbH & Co KG,http://www.buho.de,True,Prototypen,Schweißbaugruppen,Stanzteile,Laserschneidanlagen,Schweißanlagen,Stanzautomaten,Biegen,Laserschneiden,Schweißen,Köln,3658446.0,120-200
Fey Lamellenringe GmbH & Co. KG,https://www.fey-lamellenringe.de/de/,False,Dichtungsringe,Kolbenringe,Sicherungsringe,,,,,,,Königsbrunn,595422.0,10-15
G.RAU GmbH & Co. KG,https://www.g-rau.de,False,Bänder,Drähte,Rohre,Exzenterpressen,Hydraulikpressen,Stanzautomaten,Oberflächenbehandlungen,Schweißens,Tiefziehens,Pforzheim,9635946.0,200-350
M.D.S. Meyer GmbH,http://www.mds-dichtungen.de,False,,,,,,,,,,Bakum,1282964.0,40-60
NORRES Schlauchtechnik GmbH,https://www.norres.com/de/,False,Belüftungstechniken,Industrieschläuche,Technische Schläuche,,,,,,,Gelsenkirchen,2829236.0,120-200
Anker Schroeder ASDO GmbH,https://www.anker.de,False,Rundstahlanker,Sonderschäkel,Zugstabsysteme,Bohrmaschinen,Fräsmaschinen,Schmiedemaschinen,Bohren,Fräsen,Schmieden,Dortmund,1118932.0,21-40
Richard Hoffmans GmbH & Co. KG,https://www.hoffmans-leder.de,False,Schuhoberleder,Taschenleder,kompostierbare Leder,,,,,,,Nettetal,407243.0,10-15
BBW Lasertechnik GmbH,https://www.bbw-lasertechnik.de,True,Laserbohrverfahren,Laserfeinschneidverfahren,Laserschweißverfahren,Erodiermaschinen,Fräsmaschinen,Laseranlagen,Biegen,Laserschneiden,Wasserstrahlschneiden,Prutting,2809432.0,120-200
Gilbarco GmbH,https://www.gilbarco.com/eu/,False,Einzelhandelslösungen,Kraftstoffpumpen & -spender,Wasserstofftankstellenlösungen,,,,,,,Salzkotten,69142.0,No Match
Richard Neumayer GmbH,http://www.r-neumayer.de,True,Armaturen,Flansche,Präzisionsschmiedeteile,Bearbeitungszentren,Pressenlinien,,Drehen,Fräsen,Warmmassivumformungen,Hausach,16661693.0,350-600
Risse + Wilke Kaltband GmbH & Co. KG,https://www.risse-wilke.de,True,Kaltbänder,,,,,,Kaltwalzen,,,Iserlohn,13477343.0,350-600
Fischer & Plath GmbH,https://www.fischer-plath.com,False,Ersatzteile,Metallische Dichtungen,Spezialdichtungen,Fräsmaschinen,Schleifmaschinen,Stanzmaschinen,Fräsen,Schleifen,Stanzen,Berne,944738.0,21-40
Kurt Grützmann Feinmechanik GmbH,https://www.gruetzmann-gmbh.de,True,Designanalysen,Leistungspakete,Systemlösungen,CNC-Drehmaschinen,CNC-Fräsmaschinen,Erodiermaschinen,Drehungen,Erodierungen,Fräsungen,Reinfeld,219065.0,No Match
Kohlstädt GmbH,http://www.kohlstaedt.de,True,Bedieneinheiten,Industriegehäuse,Tastaturen,Fräsmaschinen,Lasermaschinen,Schweißmaschinen,Fräsen,Laserschneiden,Schweißen,Vlotho,1517559.0,60-80
Magontec GmbH,http://magontec.com,False,Magnesiumlegierungen,Magnesiumrecyclingdienste,kathodische Korrosionsschutzmaßnahmen,,,,,,,Bottrop,57094.0,No Match
Ewald Waffenschmidt GmbH & Co. KG,http://www.waffenschmidt.de,False,Edelstahlflansche,Lager-/Preislisten,Sonderflansche,,,,,,,Wenden,1111184.0,21-40
Hei-Mat,https://www.heimat-gmbh.de,True,Baugruppen,Bauteile,Komponenten,Abkantpressen,Fräsmaschinen,Laseranlagen,Biegen,Fräsen,Laserschneiden,Stadtlohn,227280.0,No Match
CONTEX Hartmetall Verschleißtechnik GmbH,https://contex-gmbh.de,False,Lösungen,Verschleißteile,Werkstoffe,,,,,,,Mönchengladbach,320737.0,10-15
H + K Härte- Oberflächentechnik GmbH,https://www.ts-deutschland.de/de/,True,Beschichtungstechniken,Härtetechniken,Projekt-Betreuungen,,,,Gasnitrierungen,Salzbadnitrocarburierungen,Vakuumhärtungen,Aldingen,3888788.0,120-200
Boschert GmbH & Co. KG,https://boschert.de,False,Blechbearbeitungsmaschinen,Wickeltechnikmaschinen,Zubehör,Biegemaschinen,Scheren,Stanzmaschinen,Biegen,Scheren,Stanzen,Lörrach,795803.0,15-20
FOBOHA (Germany) GmbH,https://www.foboha.com/de/,True,Handling Systeme,Spritzgiessformen,Wendesysteme,,,,,,,Haslach im Kinzigtal,2723454.0,120-200
Porex Technologies GmbH,https://www.porex.com/de/,False,poröse Fasern,poröse Kunststoffe,poröse Schaumstoffe,,,,Extrudieren,Spritzgießverfahren,Tiefziehen,Obergurig,3967577.0,120-200
ZWP Zahnradwerk Pritzwalk GmbH,http://www.zahnradwerk.com,False,Zahnkränze,Zahnräder,verzahnte Wellen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Pritzwalk,5386761.0,200-350
Ross Europa GmbH,https://www.rosseuropa.com,False,Sicherheitssysteme,Steuerungssysteme,Ventile,,,,,,,Langen (Hessen),554825.0,10-15
Silcos GmbH,https://www.silcos.com/de/,True,Beschichtungen,Kunststoffteile,Silikonformteile,,,,Digitaldrucke,Oberflächenbehandlungen,Spritzgießverfahren,Reutlingen,1547559.0,60-80
GMT-Gummi-Metall-Technik GmbH,https://www.gmt-gmbh.com,False,Konuslager,Luftfedersysteme,Schwingungsdämpfer,,,,,,,Bühl,725398.0,15-20
EM-Technik GmbH Armaturenbau,https://em-technik.com,False,Kleinstarmaturen,Spezialkunststoffe,Verschraubungen,,,,,,,Maxdorf,802667.0,15-20
FIT AG,https://fit.technology,True,Prototypen,Serienteile,Sonderwerkzeuge,3D-Drucker,CNC-Fräsmaschinen,Injektionsgussmaschinen,Additive Fertigungen,Elektronenstrahlschmelzen,Laserschmelzen,Lupburg,9066483.0,200-350
W. Gröning GmbH & Co. KG,https://www.groening.de,False,Automatenfolien,Inlinerfolien,Technische Folien,Druckmaschinen,Extrusionsmaschinen,Kaschiermaschinen,Drucke,Extrusionen,Kaschierungen,Rheine,9503127.0,200-350
Flühs Drehtechnik GmbH,https://www.fluehs.de,False,Drehteile,Systeme,Ventile,Automaten,Drehmaschinen,Werkzeugmaschinen,Drehungen,Oberflächenbehandlungen,Schleifungen,Lüdenscheid,565950.0,10-15
EppsteinFOILS GmbH,https://www.eppsteinfoils.de,False,Bleifolien,Metallfolien,Zinnfolien,Gießmaschinen,Schneidemaschinen,Walzmaschinen,Gießens,Schneidens,Walzen,Eppstein,1504113.0,60-80
GAPI Technische Produkte GmbH,https://www.gapigroup.com,False,Dichtungen,Schlauchleitungen,Verbindungselemente,Extrusionsanlagen,Spritzgussmaschinen,Verarbeitungsmaschinen,Extrudierens,Spritzgießens,Verarbeitungen,Rösrath,3376755.0,120-200
Hacker Feinmechanik GmbH,https://www.hacker-feinmechanik.de,True,Drehteile,Frästeile,Schleifteile,CNC-Drehmaschinen,CNC-Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Offenberg,987742.0,21-40
Proto Labs Germany GmbH,https://www.protolabs.de,True,3D-gedruckte Teile,CNC-bearbeitete Teile,Spritzgussteile,3D-Drucker,CNC-Bearbeitungsmaschinen,Spritzgussmaschinen,Fräsen,Laserschneiden,Spritzgießens,Putzbrunn,10099377.0,350-600
M&V GmbH Siegmar,https://cms.muv-siegmar.de,False,,,,,,,,,,Jahnsdorf,8470016.0,200-350
Hilger u. Kern GmbH,https://www.hilger-kern.de,False,Riemenspannungsmessgeräte,Schwingungsdämpfer,Spannrollen,,,,,,,Mannheim,516795.0,10-15
Schuhmacher Präzisionsdrehteile GmbH,https://www.schuhmacher.de,True,Baugruppen,Komponenten,Präzisionsdrehteile,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Spaichingen,628577.0,10-15
SECO GmbH,https://www.diesel-engine-motor-service.com/de/,False,Ersatzteile,Technischer Support,Überholungsservices,,,,,,,Quedlinburg,462483.0,10-15
KURT EBERLE GmbH & Co. KG,https://www.eberle-technik.de/de/,True,Baugruppen,Präzisionsdrehteile,Werkstoffe,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehungen,Erodierungen,Montagen,Wurmberg,1212380.0,40-60
bedea Berkenhoff & Drebes GmbH,https://bedea.com,False,EMV-Messsysteme,Spezialkabel,,,,,,,,Aßlar,2886900.0,120-200
ISEO Deutschland GmbH,https://www.iseo.com/it/,False,Serraturen,Zugangskontrollgeräte,Zylinder,,,,,,,Gera,1823725.0,80-120
Weisser Spulenkörper GmbH & Co. KG,https://www.weisser.de,True,Katalogprodukte,Kundenprodukte,Spulenkörper,CAD-Technologien,Handlingsysteme,Spritzgussmaschinen,Drahterodierungen,Spritzgießverfahren,additive Fertigungen,Neresheim,4956762.0,120-200
KWD Kupplungswerk Dresden GmbH,https://www.kupplungswerk-dresden.de/de/,True,Antriebstechniken,Bremsen,Kupplungen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Dresden,4894517.0,120-200
Märkisches Werk GmbH,https://www.mwh.de,False,Führungen,Sitzringe,Ventile,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Halver,4163740.0,120-200
Paatz Viernau GmbH,https://www.paatz.com,True,Bohrköpfe,Greifersysteme,Vorrichtungen,CNC-Bearbeitungszentren,Rundtaktmaschinen,Transferstraßen,Bohren,Fräsen,Schleifen,Viernau,3039574.0,120-200
Veolia Deutschland,https://www.veolia.de,False,Abfallmanagements,Energielösungen,Wassermanagements,,,,,,,Bernburg (Saale),3087460.0,120-200
Eaton Technologies GmbH,https://www.eaton.com/de/,False,Aktuatoren,Elektronische Komponenten,Steuerungen,,,,,,,Nettersheim,1731518.0,60-80
Elektrowerk Weisweiler GmbH,http://www.elektrowerk.de,False,Ferrochrame,Legierungspulver,Spezialprodukte,,,,,,,Eschweiler,4234366.0,120-200
DITTER PLASTIC GmbH + Co KG,http://www.ditter-plastic.de,True,Spritzgussteile,Technologien,Werkzeuge,Lasermaschinen,Spritzgießmaschinen,Werkzeugmaschinen,Laserschneidens,Oberflächenbehandlungen,Spritzgießens,Haslach im Kinzigtal,1857420.0,80-120
Centroplast Engineering Plastics GmbH,https://www.centroplast.de,False,Bipolarplatten,Fertigteile,Halbzeuge,,,,,,,Marsberg,3550490.0,120-200
AHP Merkle GmbH,https://www.ahp.de,False,Elektro-hydraulische Linearantriebe,Hydraulikzylinder,Zubehör,,,,,,,Gottenheim,91058.0,No Match
ASK-Kugellagerfabrik Artur Seyfert GmbH,https://www.askubal.de,False,Gelenkköpfe,Gelenklager,Wälzlager,,,,,,,Korntal-Münchingen,1357685.0,40-60
Won Ik Quartz Europe GmbH,https://www.wonik.de/de/,False,Liner,Podeste,Prozessrohre,,,,,,,Geesthacht,1436262.0,40-60
ALU-LINE Metallverarbeitungsgesellschaft mbH,https://alu-line.de,True,Aluminiumverarbeitungen,Drehdornpressen,Hubbetten,Blechbearbeitungsmaschinen,CNC-Bearbeitungszentren,Lasermaschinen,Blechbearbeitungen,CNC-Bearbeitungen,Laserschneiden,Bad Saulgau,2361245.0,80-120
WAGU Gummitechnik GmbH,https://www.wagu-rubber.com,True,Gummimischungen,Masterbatches,Verbindungen,Extruder,Kalander,Knetmaschinen,Extrudierungen,Kalandrierungen,Mischungen,Warstein,7296144.0,200-350
Wichmann GmbH,http://www.csn.eu,False,Elektromotoren,Gelenkwellen,Sonderlösungen,,,,,,,Lotte,51860.0,No Match
Slawinski & Co. Gesellschaft mit beschränkter Haftung,https://www.slawinski.de,False,Klöpperböden,Korbbogenböden,Tellerböden,Bördelmaschinen,Drückmaschinen,Kümpelmaschinen,Bördel,Drücke,Kümpel,Siegen,1438154.0,40-60
SKS Welding Systems GmbH,https://www.sks-welding.com,False,Brenner-Reinigungsstationen,Schweißbrenner,Schweißmaschinen,,,,,,,Kaiserslautern,3098371.0,120-200
AMS Apparate-Maschinen-Systeme,https://www.ams-systeme.de,True,Apparate,Gefäße,Schweißbaugruppen,Bohrmaschinen,Schneidemaschinen,Schweißmaschinen,Bohrungen,Schnitte,Schweißungen,Limbach-Oberfrohna,1222233.0,40-60
häwa GmbH,https://www.haewa.de,False,Gehäuse,Klimatisierungen,Schaltschranksysteme,Abfüllen,Abkanten,Bedrucken,Abfüllen,Abkanten,Bedrucken,Wain,3493430.0,120-200
PANA Foamtec GmbH,https://panafoamtec.de,True,Klebebänder,Schaumstoffe,Verarbeitungsdienstleistungen,Schneidanlagen,Spaltmaschinen,Stanzmaschinen,Kaschieren,Schneiden,Stanzen,Geretsried,546106.0,10-15
Spindelfabrik Neudorf GmbH,https://www.sfn-gmbh.de,True,Baugruppen,Einzelteile,Montageeinheiten,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,CNC-Drehen,CNC-Fräsen,CNC-Schleifen,Sehmatal,2546239.0,120-200
Morton Extrusionstechnik GmbH,https://www.tarkett.de,False,Designböden,PVC-Böden,Teppichböden,,,,,,,Abtsteinach,12862208.0,350-600
Kurt Zecher GmbH,https://www.zecher.com,False,Anilox-Rollen,chromierte Anilox-Rollen,keramische Anilox-Rollen,,,,,,,Paderborn,2441214.0,80-120
wafi Walter Fischer GmbH & Co. KG,https://www.wafi-sulz.de/de/,True,Drehteile,Frästeile,Kabelverschraubungen,Drehmaschinen,Fräsmaschinen,Montagemaschinen,Drehungen,Fräsungen,Montagen,Sulz am Neckar,635460.0,10-15
PTFE Nünchritz GmbH & Co. KG,https://www.ptfe-nuenchritz.de,True,Halbzeuge,Hochleistungskunststoffe,PTFE Fertigteile,,,,,,,Glaubitz,2091515.0,80-120
Kirchhoff & Lehr GmbH,https://tillmann-gruppe.de/de/,False,,,,,,,,,,Arnsdorf,2588154.0,120-200
Spindel- und Lagerungstechnik Fraureuth GmbH,https://www.slf-fraureuth.de,False,Kugellager,Spindeleinheiten,Wälzlager,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Fraureuth,4812398.0,120-200
CEMO GmbH,https://www.cemo.de,False,Gefahrstofflagerungen,Pumpen,Tankanlagen,,,,,,,Weinstadt,843768.0,15-20
Brüninghaus & Drissner GmbH,https://www.b-dhilden.de,True,Prototypenbauten,Serienfertigungen,Werkzeugbauten,Pressen,Stanzmaschinen,Ziehmaschinen,Biegen,Stanzen,Tiefziehen,Hilden,1368334.0,40-60
TIGRA GmbH,https://www.tigra.com,False,Hartmetall-Fräserplatten,Schneidplatten,Sägezähne,,,,,,,Oberndorf am Lech,3875802.0,120-200
URALAN Kunststoffverarbeitung GmbH,https://www.uralan.de,False,Granulate,Kunststoffteile,Räder,Granuliermaschinen,Spritzgießmaschinen,Werkzeugmaschinen,Granulierungen,Spritzgießverfahren,Werkzeugmachereien,Münsingen,2240768.0,80-120
ROLEC Gehäuse- Systeme GmbH,https://rolec.de,False,Industriegehäuse,Steuergehäuse,Tragarmsysteme,Fräsmaschinen,Laserschneidmaschinen,Oberflächenbehandlungsmaschinen,Fräsen,Laserschneiden,Oberflächenbehandlungen,Rinteln,1134877.0,21-40
LISEGA SE,https://www.lisega.de,False,Federhänger,Konstanthänger,Rohrhalterungen,CNC-Maschinen,Prüfmaschinen,Roboter,Montagen,Prüfungen,Schnitte,Zeven,2242188.0,80-120
SCS Deutschland GmbH & Co. KG,https://scs-group.net,False,,,,,,,,,,Bad Berleburg,544687.0,10-15
ASTORPLAST Klebetechnik GmbH,https://www.astorplast.de/de/,False,Haftklebebänder,Kreuzspulen,Schaumklebebänder,,,,,,,Alfdorf,12371704.0,350-600
Materion Advanced Materials Germany GmbH,http://materion.com,False,Elektronikwerkstoffe,Leistungswerkstoffe,Präzisionsoptiken,,,,,,,Alzenau,3554414.0,120-200
SF - Filter GmbH,https://www.sf-filter.com/de/,False,Flüssigkeitsmanagement,Industriefilter,Mobile Filter,,,,,,,Villingen-Schwenningen,88390.0,No Match
ST Stanztechnik GmbH,https://www.stanztechnik.de,True,Biegeteile,Stanzteile,Ziehteile,Differenzwegpressen,Exzenterpressen,Ziehpressen,Biegen,Stanzen,Ziehen,Unterensingen,6670850.0,200-350
Beck u. Kaltheuner,https://beka-feuerfest.de,False,Bauteile,Fertigbauteile,Massen,Pumpmaschinen,Spritzmaschinen,,Pumpen,Spritzgießen,,Plettenberg,1158287.0,21-40
SMW-AUTOBLOK Spannsysteme GmbH,http://smw-autoblok.de,False,Greifer,Messsysteme,Spannsysteme,,,,,,,Meckenbeuren,8590376.0,200-350
SHS-Dichtungen-GmbH,https://www.shs-dichtungen.de,False,Mikroz precisionsteile,O-Ringe,Spritzgussteile,,,,Laserschneiden,Stanzen,Wasserstrahlschneiden,Niederwinkling,2189540.0,80-120
Rohrwerk Maxhütte GmbH,http://www.rohrwerk-maxhuette.de/de/,False,Rohre für Kugelkäfige,Rohre für Nockenwellen,profilierte Rohre,,,,,,,Sulzbach-Rosenberg,6756942.0,200-350
Aerotechnik E. Siegwart,https://www.aerotechnik.de,False,Absperrklappen,Drosselklappen,Formstücke,,,,,,,Friedrichsthal,2037684.0,80-120
RMIG Nold GmbH,http://rmig.de,False,Lochbleche,Sonderlösungen,Steckbleche,,,,,,,Stockstadt am Rhein,918344.0,21-40
Fitesa Germany GmbH,https://www.fitesa.com/en/,False,Filme,Komposite,Vliesstoffe,,,,,,,Peine,36373593.0,350-600
Junker-Filter GmbH,https://junkerfilter.de,False,Filterelemente,Filterschläuche,Filtertaschen,Lasermaschinen,Pneumatische Fördersysteme,Roboter,Montagen,Plissierungen,Ultraschallverschweißungen,Sinsheim,1005492.0,21-40
Selectrona GmbH,https://www.selectrona.com,True,Hybrid-Baugruppen,Kunststoff-Komponenten,Metall-Kunststoff-Komponenten,Automatisierungssysteme,Spritzgießmaschinen,Stanzmaschinen,Automatisierungen,Kunststoffspritzgießverfahren,Stanzen,Dippoldiswalde,2518901.0,120-200
schmid alutec gmbh & co. kg,https://www.schmid-at.de,True,Baugruppen,Bauteile,Rohlinge,Druckgussmaschinen,Schmiedepressen,Strangpressmaschinen,Druckgüsse,Schmieden,Strangpressen,Remshalden,1421655.0,40-60
HSP Schwahlen GmbH,https://www.hsp.biz,False,Abziehhülsen,Adapterhülsen,Sicherungsmuttern,,,,Bohren,Fräsen,Schleifen,Langenfeld (Rheinland),8017353.0,200-350
Möller-Industrietechnik GmbH,https://www.moeller-it.de,False,Bördeldichtungen,Flachdichtungen,Gummi-Stahl-Dichtungen,Plottmaschinen,Stanzmaschinen,Wasserstrahlschneidmaschinen,Plotten,Stanzen,Wasserstrahlschneiden,Hecklingen,768831.0,15-20
Garlock GmbH,https://legacy.garlock.com,False,Dichtungen,Kompressionspackungen,Schmetterlingsventile,,,,,,,Neuss,985187.0,21-40
BRIDON INTERNATIONAL GMBH,https://www.bridon-bekaert.com,False,Dienstleistungen,Stahseile,Synthetische Seile,,,,,,,Gelsenkirchen,3055401.0,120-200
ProLux Systemtechnik GmbH & Co. KG,https://www.prolux.de,False,Abschlepptechniken,Arbeitschutzbekleidungen,Fahrzeugseinrichtungen,,,,,,,Blaustein,149302.0,No Match
VMS Vorrichtungs- u. Maschinenbau GmbH,http://www.vms-salzweg.de,True,CNC-Fertigungen,Lohnfertigungen,Vorrichtungsbauten,Drehmaschinen,Fräsmaschinen,Verzahnungsmaschinen,Drehungen,Fräsungen,Verzahnungsstoßen,Salzweg,5316764.0,200-350
ESCHA GmbH & Co. KG,https://www.escha.net,False,ET-Stecker,ETM-Stecker,Sensor/Aktuatorstecker,,,,,,,Halver,7864577.0,200-350
HIWIN GmbH,https://www.hiwin.de/de/,False,Linearachsen,Präzisionsachsen,Rundtische,Fräsmaschinen,Laserschneidmaschinen,Schleifmaschinen,Fräsen,Laserschneiden,Schleifen,Offenburg,6620806.0,200-350
Jacob GmbH,https://www.jacob-gmbh.de,False,Kabeldurchführungssysteme,Kabelverbinder,Kabelverschraubungen,CNC-Maschinen,Spritzgießmaschinen,Werkzeugmaschinen,Drehungen,Montagen,Spritzgießungen,Kernen im Remstal,1248997.0,40-60
Sauter Feinmechanik GmbH,https://www.sauter-feinmechanik.com,False,Werkstückträgersysteme,Werkzeuge,Werkzeugträgersysteme,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Metzingen,101751.0,No Match
Elsässer Filtertechnik GmbH,https://www.filter-technik.de,False,Kraftstofffilter,Luftfilter,Ölfilter,,,,,,,Nufringen,117751.0,No Match
Walter Schneider GmbH,https://www.schneider-umformen.de,True,Bauteile,Fließpressteile,Kaltfließpressteile,Endbearbeitungsmaschinen,Pressen,Werkzeugbaumaschinen,Endbearbeitungen,Kaltfließpressen,Werkzeugbauten,Remchingen,5483602.0,200-350
Kurotec-KTS Kunststofftechnik Stade GmbH,https://de.kurotec-kts.com,False,Behälter,Rohre,Sonderkonstruktionen,,,,,,,Stade,173387.0,No Match
Bade und Rinscheid Metallwarenfabrik GmbH,https://www.bari-olpe.de,True,Baugruppen,Stanzteile,Ziehteile,Erodiermaschinen,Fräsmaschinen,Stanzmaschinen,Montagen,Stanzen,Ziehungen,Olpe,137728.0,No Match
PREFAG Carl Rivoir GmbH & Co. KG,https://www.prefag.de,True,Baugruppen,Drehteile,Zerspanungsteile,Einspindler,Mehrspindler,Rundtaktmaschinen,Drehungen,Honungen,Schleifen,Walzbachtal,765714.0,15-20
GRIMM AG,https://www.grimm-precision.de,True,Achsen,Stirnradsätze,Zahnräder,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Schleifungen,Verzahnungen,Gosheim,2931780.0,120-200
Rexroth Rhinow GmbH,https://rexroth-rhinow.de,True,Metallkomponenten,Metallkonstruktionen,Metallteile,CNC-Maschinen,Laserschneidmaschinen,Wasserstrahlschneidmaschinen,Bohren,Fräsen,Schleifen,Rhinow,58819.0,No Match
Wilhelm Weber GmbH & Co. KG,https://www.weber-esslingen.de/de/,True,Dreheinheiten,Kunststoffteile,Spritzgießwerkzeuge,Automatisierte Maschinen,Drehsysteme,Spritzgießmaschinen,Montagen,Qualitätskontrollen,Spritzgießens,Esslingen am Neckar,2384137.0,80-120
ACE Advanced Composite Engineering GmbH,https://ace-composite.com/de/,True,Baugruppen,Fahrzeugteile,Komponenten,Autoklaven,Fräsmaschinen,RTM-Anlagen,CFRP-Verarbeitungen,Oberflächenbehandlungen,RTM-Technologien,Salem,1776069.0,60-80
Zahn Pinsel GmbH,https://www.zahn-pinsel.com,True,Künstlerpinsel,Modellbaupinsel,Pinsel,,,,,,,Bechhofen,440237.0,10-15
Magnetfabrik Bonn GmbH,https://magnetfabrik.de,False,Kunststoffgebundene Dauermagnete,Magneten,Magnetsysteme,,,,Magnetisierungen,Präzisionsfertigungen,Spritzgießens,Bonn,2972013.0,120-200
