Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size,Maschinen_Park_var,hours_of_saving
Carl Wilhelm Cleff GmbH & Co. KG,https://www.cleff-wpt.de,False,Fahrzeugfenster,Fahrzeugtüren,Ersatzteile,,,,Schweißverfahren,Klebeverfahren,Oberflächenbehandlungen,Wuppertal,353988.0,10-15,10,3750
Alfred Heyd GmbH u. Co. KG,http://www.heyd-parts.de,False,Fahrwerksteile,Verbindungselemente,Antriebselemente,,,,,,,Bietigheim-Bissingen,2249190.0,80-120,80,30000
IDH Anlagenbau und Montage GmbH,https://www.idh-glauchau.com/de/,True,Anlagen,Montagelinien,Fördertechniken,Fräsmaschinen,Schweißmaschinen,Roboter,Fräsen,Schweißen,Montagen,Glauchau,616367.0,10-15,10,3750
ELEKTRA GmbH,https://www.elektra-schalkau.de,True,Baugruppen,Kunststoffteile,Spritzgussteile,Spritzgießanlagen,Montagetransferlinien,Lackieranlagen,Spritzgießens,Montagen,Lackierungen,Schalkau,4140903.0,120-200,120,45000
AVO Carbon Germany GmbH,https://www.avocarbon.com,False,Bürsten,Baugruppen,Dichtungen,,,,,,,Frankfurt am Main,3421298.0,120-200,120,45000
Siebenhaar Antriebstechnik GmbH,https://www.siebenhaar-antriebstechnik.com,False,Getriebe,Seilwinden,Drehwerke,Fräsmaschinen,Drehmaschinen,Bohrmaschinen,Fräsen,Drehen,Bohren,Hofgeismar,3210534.0,120-200,120,45000
Kauth Finnentrop GmbH & Co KG,https://www.kauth.de,False,Achsbefestigungen,Sitzbefestigungen,Gewindeplatten,Stanzmaschinen,Tubenziehmaschinen,Montagetechniken,Stanzen,Tubenziehen,Fügen & Montagetechnik,Finnentrop,3795190.0,120-200,120,45000
MT Technologies GmbH,http://www.misslbeck.de,False,,,,,,,,,,Ingolstadt,4745608.0,120-200,120,45000
Böckmann Fahrzeugwerke GmbH,https://www.boeckmann.com/de/,False,Anhänger,Pferdeanhänger,Pferdetransporter,,,,,,,Lastrup,2182644.0,80-120,80,30000
Snop Automotive Cologne GmbH,https://jobs.snop.eu,False,Stanzteile,Teile,Baugruppen,stempeln,pressen,formen,stempeln,formen,montieren,Köln,22799.0,No Match,,
Cotarko GmbH,https://cotarko.de,True,Zahnräder,Ringe,Getriebeachsen,Schmiedemaschinen,Bearbeitungszentren,Wärmebehandlungsöfen,Schmiedearbeiten,Wärmebehandlungen,Bearbeitungen,Köln,18839547.0,350-600,350,131250
Sensata Technologies GmbH,https://www.sensata.com,False,Sensoren,Elektrische Schutzkomponenten,Sensorreiche Lösungen,,,,,,,Berlin,310582.0,10-15,10,3750
