Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size,Maschinen_Park_var,hours_of_saving
Venjakob Maschinenbau GmbH & Co.,https://www.venjakob.de,False,Abluftreinigungsanlagen,Beschichtungsanlagen,Lackieranlagen,Fördertechnik- und Handhabungsmaschinen,Spritzlackiermaschinen,Walzenauftragsmaschinen,Fördertechniken,Spritzlackierungen,Walzenaufträge,Rheda-Wiedenbrück,1885963.0,80-120,80,30000
LEMMER-FULLWOOD GmbH,https://www.lemmer-fullwood.info,False,Automatische Fütterungen,Melksysteme,Milchlagerungen,,,,,,,Lohmar,43441.0,No Match,,
BBM Maschinenbau und Vertriebs GmbH,https://bbm-germany.de,False,Doppelstationsanlagen,Einstationsanlagen,Spritzstreckblasanlagen,,,,,,,Langenberg,1181379.0,10-15,10,3750
M+M Turbinen-Technik GmbH,https://www.turbinen-technik.de/de/,False,Dampfturbinen,Qualitäten & Nachhaltigkeiten,Services,,,,,,,Bad Salzuflen,396371.0,10-15,10,3750
Zahoransky AG,https://www.zahoransky.com/de/,False,Maschinen und Formen für die Produktion von Bürsten,Maschinen und Formen für die Produktion von Personal Care Produkten,Maschinen und Formen für die Produktion von medizinischen Produkten,,,,,,,Todtnau,1224123.0,No Match,,
Eckel & Sohn Maschinenbau GmbH & Co. KG,https://www.eckel-sohn.de,False,Fördermaschinen,Inspektionssysteme,Montagemaschinen,,,,,,,Gau-Odernheim,342912.0,10-15,10,3750
UTH GmbH,https://uth-gmbh.com,False,roll-ex® Add-on Versionen,roll-ex® TRF Zahnradextruder mit Walzenfütterungen,roll-ex® Zahnradpumpen,,,,Feinstrainer,Hochdruckanwendungen,Präzise Extrusionen,Fulda,477013.0,10-15,10,3750
Bihl + Wiedemann GmbH,https://www.bihl-wiedemann.de,False,AS-Interface Master/Gateways,AS-Interface Module,Sicherheitskomponenten,,,,,,,Mannheim,384212.0,10-15,10,3750
ERMAFA Sondermaschinen- und Anlagenbau GmbH,https://ermafa.de,True,Automationslösungen,Maschinen für die Kunststoff- und Kautschukindustrie,Sondermaschinen,Fräsmaschinen,Kalander,Mischwalzen,Recyclings,Verarbeitungen von Kunststoffen,Vulkanisationen,Chemnitz,3114301.0,120-200,120,45000
Stadler Anlagenbau GmbH,https://w-stadler.de,False,Komponenten,STADLERconnects,Sortieranlagen,,,,,,,Altshausen,75060.0,No Match,,
OLKO-Maschinentechnik GmbH,https://www.ts-olko.com/de/,False,Befahrungsanlagen,Bremssysteme,Fördermaschinen,,,,,,,Olfen,254005.0,No Match,,
Maschinenbau Kaltenbach GmbH,https://www.ka-ma.com,True,Freizeitparkanlagen,Silosteller,Wanderkräne,Montagemaschinen,Schweißmaschinen,Zerspanungsmaschinen,Montageprozesse,Schweißprozesse,Zerspanungsprozesse,Neuenburg am Rhein,414232.0,10-15,10,3750
Harmonic Drive AG,https://harmonicdrive.de/de/,False,Harmonic Drive® Getriebe,Harmonic Drive® Mechatroniken,Harmonic Planetengetriebe,,,,,,,Limburg a. d. Lahn,26045117.0,350-600,350,131250
Bellmer GmbH,https://www.bellmer.com,False,Dienstleistungen,Papiermaschinen,Trenntechnologien,Papiermaschinen,Pumpen und Dosiersysteme,Trennmaschinen,Beschichtungsprozesse,Papierherstellungen,Wasser- und Schlammbehandlungen,Niefern-Öschelbronn,626006.0,10-15,10,3750
Torgauer Maschinenbau GmbH,https://www.tmb-torgauermaschinenbau.de,True,Automatisierungslösungen für Flachgläser,Automatisierungslösungen für die PV-Solar-Industrien,Handling-Lösungen,Beschickungs- und Stapelanlagen,Flachglasbearbeitungsmaschinen,Förder- und Verkettungseinrichtungen,Automatisierungen,Handlings,,Torgau,100724.0,No Match,,
Buckau-Wolf GmbH,https://www.buckau-wolf.com,False,Mischtechniken,Verdampfungskristallisatoren,Zentrifugen,,,,,,,Grevenbroich,424952.0,10-15,10,3750
Maschinenbau Böhmer GmbH,https://www.boehmer-maschinenbau.de,True,Automationen,Gießerei-Automationen,Sprühtechniken,Erodiermaschinen,Fräsmaschinen,Schweißmaschinen,Auswuchttechniken,Druckgussprozesse,Koordinatenmessungen,Steinebach/Sieg,69988.0,No Match,,
Schwanog Siegfried Güntert GmbH,https://www.schwanog.com/de/,True,Profilwerkzeugsysteme,Wechselplatten,kundenspezifische Werkzeuge,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Villingen-Schwenningen,1636717.0,10-15,10,3750
GUK-Falzmaschinen,http://www.guk-falzmaschinen.com,False,Drehtechniken,Falzmaschinen,,,,,,,,Wellendingen,1960868.0,80-120,80,30000
Ludwig Schwerdtel GmbH,https://schwerdtel.biz,False,Dosiergeräte,Materialzuführungen,Mehrkomponenten-Dosierungen,,,,,,,Karlsfeld,129292.0,No Match,,
L.B. Bohle Maschinen und Verfahren,https://www.lbbohle.de,False,Granulationssysteme,Mahlmaschinen,Siebmaschinen,,,,Granulationen,Mahlungen,Wiegen und Dosieren,Ennigerloh,463333.0,10-15,10,3750
Gräbener Maschinentechnik GmbH & Co. KG,https://www.graebener.com/de/,True,Engineering-Dienstleistungen,Fertigungsanlagen,Produktionslabor-Dienstleistungen,Hydroforming-Maschinen,Richtmaschinen,Schneidemaschinen,Hydroformungen,Richtens,Schneidens,Netphen,519354.0,10-15,10,3750
Herrmann Ultraschalltechnik GmbH & Co. KG,https://www.herrmannultraschall.com/de/,False,Ultraschall-Schweißmaschinen,Ultraschall-Systeme,Ultraschallgeneratoren,,,,Ultraschalllaminieren,Ultraschallschweißen,Ultraschallsiegeln,Karlsbad,1801020.0,80-120,80,30000
KronTec Maschinenbau GmbH,https://www.krontec.de,True,Aluminiumprodukte,Edelstahlprodukte,Hochwertige Kunststoffprodukte,Drehmaschinen,Fräsmaschinen,,Drehungen,Fräsungen,,Obertraubling,935869.0,21-40,21,7875
M. Brück GmbH & Co. KG,https://www.brueck.net/de/,True,Perforierpressen,Spezialpressen,Streckmetallmaschinen,,,,Lohnfertigungen,Schweisstechniken,Services & Wartungen,Düren,832931.0,15-20,15,5625
Boart Longyear GmbH & Co. KG,https://www.boartlongyear.com,False,,,,,,,,,,Eiterfeld,1760477.0,60-80,60,22500
KNUTH WERKZEUGMASCHINEN GMBH,https://www.knuth.com,False,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,,,,,,,Wasbek,2509012.0,10-15,10,3750
WMV Apparatebau GmbH,https://www.wmv.com,False,Anlagen zur Oberflächenbehandlung,Beschichtungsanlagen,Zentrifugen,Beschichtungsmaschinen,Temperanlagen,Zentrifugen,Beschichtungen,Reinigungen,Tempern,Windeck,767061.0,15-20,15,5625
Ringfeder Power-Transmission GmbH,https://www.ringfeder.com,False,Dämpfungskomponenten,Kupplungen,Schacht-Naben-Verbindungen,,,,,,,Groß-Umstadt,1627262.0,60-80,60,22500
Burghardt + Schmidt GmbH,https://b-s-germany.de,False,Längsteilanlagen,Streck-Biege-Richtanlagen,Verpackungsanlagen,,,,,,,Remchingen,645134.0,10-15,10,3750
Hürner Luft- und Umwelttechnik GmbH,https://www.hlu.eu,False,Anlagenbauten,Kunststoffapparatebauten,Kunststoffventilatoren,,,,,,,Mücke,379771.0,10-15,10,3750
Schechtl Maschinenbau GmbH,https://schechtl.de,False,Profiliermaschinen,Schwenkbiegemaschinen,Tafelscheren,,,,,,,Edling,648898.0,10-15,10,3750
K.R. Pfiffner GmbH,https://www.pfiffner.com,True,Maschinen,Rundtaktmaschinen,Serviceleistungen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Zimmern ob Rottweil,343394.0,10-15,10,3750
Otto Christ Aktiengesellschaft,https://www.christ-ag.com,False,Nutzfahrzeug-Waschanlagen,PKW-Waschanlagen,Waschanlagen-Chemien,,,,,,,Benningen,1603615.0,No Match,,
WUMAG TEXROLL GmbH & Co. KG,https://www.wumag-texroll.com/de/,False,Sondermaschinen,Technische Walzen,Zylinder,,,,,,,Krefeld,149652.0,No Match,,
Borries Markier-Systeme GmbH,https://borries.com/de/,False,Lasermarkierer,Markiersysteme,Prägewerkzeuge,,,,,,,Pliezhausen,105207.0,No Match,,
HAAS Schleifmaschinen GmbH,http://www.haas-schleifmaschinen.de,True,Komponenten,Schleifmaschinen,Werkzeuge,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Trossingen,1490373.0,40-60,40,15000
HELL Gravure Systems GmbH & Co. KG,https://www.hell-gravure-systems.com,False,Graviersysteme,Servicedienstleistungen,Softwarelösungen,Graviermaschinen,Lasersysteme,Softwaresysteme,Elektromechanische Gravuren,Lasergravuren,Softwarebasierte Kalibrierungen,Kiel,89253.0,No Match,,
IP Gansow GmbH,https://www.ipcworldwide.com/de/,False,Dampferzeuger,Einscheibenmaschinen,Fensterreinigungsgeräte,,,,,,,Unna,9529883.0,200-350,200,75000
GoGaS Goch GmbH & Co. KG,https://www.gogas.com,False,Gebäudelösungen,Prozesstechnik,Wasserstoffe,,,,,,,Dortmund,74459.0,No Match,,
Behringer GmbH,http://www.behringer.net,False,Bandsägen,Kreissägen,Profilbearbeitungsmaschinen,Bandsägen,Kreissägen,Profilbearbeitungsmaschinen,Bandsägen,Kreissägen,Profilbearbeitungen,Kirchardt,3036402.0,120-200,120,45000
Mikron Germany GmbH,https://www.mikron.com,False,Automationslösungen,Bearbeitungssysteme,Schneidwerkzeuge,,,,,,,Rottweil,6589383.0,200-350,200,75000
Kampf Schneid- und Wickeltechnik,https://www.kampf.de/de/,False,Flexible Filme,Flexible Verpackungen,Technische Anwendungen,,,,,,,Wiehl,1534087.0,60-80,60,22500
BSB Metallverformung,https://www.bsb-bwb.de/de/,True,Druckluftbehälter,Schweißbaugruppen,Stanz- und Umformteile,Laserschweißmaschinen,Pulver- und Nasslack-Beschichtungsanlagen,Stanzmaschinen,Beschichtungen,Schweißens,Stanzen,Burgau,5610708.0,200-350,200,75000
Kallfass GmbH Maschinen plus Automation,https://www.kallfass-online.com,False,Automationslösungen,Sortierer,Sägen,Fräsmaschinen,Pressen,Sägen,Hobel,Sortierungen,Sägen,Wernigerode,467428.0,10-15,10,3750
Otto Künnecke GmbH,https://www.kuennecke.com,False,Automatisierungslösungen,Maschinenlösungen,Softwarelösungen,,,,,,,Holzminden,30194.0,No Match,,
TÜNKERS Maschinenbau GmbH,https://www.tuenkers.de,False,Greifertechniken,Spanntechniken,Umformtechniken,,,,,,,Ratingen,5049197.0,200-350,200,75000
Bühler GmbH,http://www.buhlergroup.com,False,Lösungen für die Lebensmittel- und Futtermittelindustrie,Lösungen für die fortgeschrittenen Materialindustrie,Prozesstechnologien,,,,,,,Beilngries,5384448.0,No Match,,
Bühler GmbH,http://www.buhlergroup.com,False,Lösungen für die Lebensmittel- und Futtermittelindustrie,Lösungen für die fortgeschrittenen Materialindustrie,Prozesstechnologien,,,,,,,Reichshof,5384448.0,No Match,,
Bühler GmbH,http://www.buhlergroup.com,False,Lösungen für die Lebensmittel- und Futtermittelindustrie,Lösungen für die fortgeschrittenen Materialindustrie,Prozesstechnologien,,,,,,,Braunschweig,5384448.0,No Match,,
PALLMANN Maschinenfabrik,https://www.pallmann.eu,False,Maschinen für die Aufbereitung und Zerkleinerung von Materialien,Zerkleinerungstechnologie für das Recycling von Wertstoffen,Zerkleinerungstechnologie für die Holzindustrie,,,,Aufbereitungsprozesse,Zerkleinerungsprozesse,,Zweibrücken,961594.0,21-40,21,7875
PTR Strahltechnik GmbH,https://www.ptr-ebeam.com/de/,True,Elektronenstrahl-Generatoren,Elektronenstrahlmaschinen,Lohnfertigungsdienstleistungen,Elektronenstrahlmaschinen,Lohnfertigungsmaschinen,,Elektronenstrahlbohren,Elektronenstrahloberflächenbehandlungen,Elektronenstrahlschweißen,Langenselbold,6391519.0,200-350,200,75000
Rattunde AG,https://rattunde.one,False,Endenbearbeitungssysteme,Spanlostrennmaschinen,Sägebearbeitungszentren,,,,,,,Ludwigslust,1388461.0,40-60,40,15000
Bernhard Upmann,https://www.upmann.de,False,Gebrauchtmaschinen,Lösungen für die Agrarindustrie,Verpackungsmaschinen,Annahmemaschinen,Aufbereitungs- und Sortiermaschinen,Lagerungsmaschinen,Annahmen,Aufbereitungen,Lager,Rheine,174862.0,No Match,,
AUTOPSTENHOJ GmbH,https://www.autopstenhoj.com/de/,False,Hebebühnen,Prüftechniken,Speziallösungen,,,,,,,Rheine,79443.0,No Match,,
Regal Rexnord,https://www.regalrexnord.com,False,Antriebe und Steuerungen,Gebläse und Luftfördersysteme,Lager,,,,,,,Haan,2098367.0,80-120,80,30000
WEISS GmbH,https://www.weiss-world.com,False,Drehindexiertische,Lineare Achsen,Roboter,,,,,,,Buchen (Odenwald),1328441.0,40-60,40,15000
NAGEL Maschinen- und Werkzeugfabrik GmbH,https://www.nagel.com,True,Honmaschinen,Honwerkzeuge,Superfinish-Maschinen,,,,,,,Nürtingen,5381759.0,200-350,200,75000
KALLFASS Verpackungsmaschinen GmbH,https://www.kallfass.de,False,Folienverpackungsmaschinen,Papierverpackungsmaschinen,Verpackungsmaschinen,,,,,,,Nürtingen,595906.0,10-15,10,3750
ATR Industrie-Elektronik GmbH,https://www.atrie.de,False,MSR-Elektronik,Schaltanlagen,Steuerungsanlagen,,,,,,,Krefeld,386158.0,10-15,10,3750
Carl Cloos Schweißtechnik GmbH,https://www.cloos.de,False,Automatisierte Schweiß- und Schneidsysteme,Hochwertige Schweißgeräte,Schweißprozesse,,,,Laserschweißverfahren,Metallschutzgasschweißverfahren,Wolframschutzgasschweißverfahren,Haiger,447761.0,10-15,10,3750
Keller Lufttechnik GmbH + Co. KG,https://www.keller-lufttechnik.de,False,Absaugarme,Absauglösungen,Absaugtische,,,,,,,Kirchheim unter Teck,668425.0,10-15,10,3750
Helmers Maschinenbau GmbH,https://helmers-move.de,False,Automatisierungstechnik,Lagertechniken & -systeme,Rohrbahnförder- & Zerlegetechniken,,,,,,,Osnabrück,30357.0,No Match,,
Wulf Johannsen KG GmbH & Co.,https://www.wulf-johannsen.de,True,Dieselmotoren,Ersatzteile,Gasmotoren,Erodiermaschinen,Fräsmaschinen,Metallspritzmaschinen,Getriebeinstandsetzungen,Gleitlagerherstellungen,Kaltgasspritzen,Kiel,633767.0,10-15,10,3750
POKOLM Frästechnik GmbH & Co. KG,https://www.pokolm.de,False,Aufnahmesysteme,Beratungen,Fräswerkzeuge,,,,,,,Harsewinkel,3167983.0,120-200,120,45000
KELLER HCW GmbH,https://www.keller.de,False,Automatisierungen,Maschinen und Anlagen,Thermische Prozesse,,,,,,,Ibbenbüren,695297.0,10-15,10,3750
Stiebel-Getriebebau GmbH & Co. KG,https://www.stiebel.de,False,Antriebseinheiten,Getriebemotoren,Pumpenantriebe,,,,,,,Waldbröl,1925826.0,80-120,80,30000
Bystronic Maschinenbau GmbH,https://www.bystronic.com/de/,False,Abkantpressen,Biegeautomationen,Laserschneidmaschinen,Abkantpressen,Laserschneidmaschinen,Rohrlaser,Biegeprozesse,Laserschneidens,Rohrschneidens,Gotha,4699205.0,120-200,120,45000
LECHLER GmbH,https://www.lechler.com,False,Düsen,Düsensysteme,Düsentechnologien,,,,,,,Metzingen,7194318.0,200-350,200,75000
GLAMA Maschinenbau GmbH,http://www.glama.de,False,Automatisierungslösungen,Manipulatoren,Roboter,,,,,,,Gladbeck,490331.0,10-15,10,3750
Anthon GmbH,https://www.anthon.de,False,Handlings / Peripherien,Industrielle Sägeanlagen,Verpackungslinien,,,,,,,Flensburg,609019.0,10-15,10,3750
Polyplan-GmbH,https://www.polyplangmbh.de,False,Automatisierte De-/Palettierlösungen,Automatisierungslösungen,Robotergeführte Polyurethan-Technologien,Dosieranlagen,Roboter,Schäumanlagen,Automatisierte Fertigungen,Polyurethan-Verarbeitungen,Robotergeführte Prozesse,Straßlach,111547.0,No Match,,
Zirkon Druckmaschinen GmbH,https://www.zirkon-print.de,False,Druckmaschinen,Retrofit-Lösungen,Serviceleistungen,,,,,,,Leipzig,168622.0,No Match,,
BBG GmbH & Co. KG,https://www.bbg-mbh.com,True,Formenträgersysteme,Pressen,Werkzeuge,Formenbaumaschinen,Pressen,Spritzgießmaschinen,Formenbauten,Pressen,Spritzgießverfahren,Mindelheim,2539923.0,No Match,,
PRÄWEMA Antriebstechnik GmbH,http://www.praewema.de,False,Maschinen,Services,Werkzeuge,Fräsmaschinen,Honmaschinen,Schleifmaschinen,Drehungen,Honungen,Schleifungen,Eschwege,538122.0,10-15,10,3750
Robert Bürkle GmbH,https://www.burkle.tech,False,Anlagen für die Fußbodenindustrie,Anlagen für die Möbelindustrie,Anlagen für die Türenindustrie,Beschichtungsanlagen,Laminieranlagen,Pressen,Laminierungen,Oberflächenveredelungen,Pressungen,Freudenstadt,215860.0,No Match,,
G. Kraft Maschinenbau GmbH,https://www.kraft-maschinenbau.de,True,Automatisierungslösungen,Maschinen,Sondermaschinen,Fräsmaschinen,Fördersysteme,Sägen,Automatisierungen,Montagen,Zerspanungen,Rietberg,299650.0,No Match,,
Otto Bihler Maschinenfabrik GmbH & Co. KG,https://www.bihler.de/de/,True,Maschinen,Prozessmodule / Peripheriegeräte,Schweißtechnik,,,,Biegen,Schweißtechniken,Stanzen,Halblech,896584.0,15-20,15,5625
Maschinenfabrik Gustav Eirich,https://www.eirich.de/de/,False,Granuliertechnik & Pelletiertechnik,Mahltechnik,Mischtechnik,,,,,,,Hardheim,4427697.0,120-200,120,45000
VAF Gesellschaft für Verkettungsanlagen,https://www.vaf-sondermaschinen.de,True,Montageanlagen für Powertrains,Steuerungstechniken,Umbauten von Bestandsanlagen,,,,,,,Bopfingen,3829185.0,120-200,120,45000
KRONEN GmbH,https://www.kronen.eu,False,Maschinen,SMART Lösungen,Verarbeitungslinien,Entkeimungsmaschinen,Fördermaschinen,Mischmaschinen,Entkeimungen,Förderungen,Mischungen,Kehl,724913.0,No Match,,
GHD Georg Hartmann Maschinenbau GmbH,https://www.ghd.net,False,Schneidemaschinen,Verpackungsmaschinen,Verschließgeräte,Schneidemaschinen,Verpackungsmaschinen,Verschließgeräte,Schneiden,Verpacken,Verschließen,Delbrück,906886.0,21-40,21,7875
PROFILMETALL GmbH,https://www.profilmetall.de,True,3D-gebogene Profile,Beschichtete Profile,Rollgeformte Profile,Ausklingmaschinen,Automatisierungsmaschinen,Beschichtungsmaschinen,Ausklingen,Automatisieren,Beschichten,Hirrlingen,3538250.0,120-200,120,45000
ENGMATEC GmbH,https://www.engmatec.de,False,Engineerings,Montageanlagen,Prüftechniken,,,,,,,Radolfzell am Bodensee,429004.0,10-15,10,3750
ALZMETALL GmbH & Co. KG,https://alzmetall.de,True,Bearbeitungszentren,Bohrmaschinen,Gießereiprodukte,Bohrmaschinen,Fräsmaschinen,Schleifmaschinen,Bohren,Fräsen,Schleifen,Altenmarkt an der Alz,752201.0,15-20,15,5625
Satisloh GmbH,https://www.satisloh.com,False,optische Beschichtungsmaschinen,optische Maschinen,optische Softwarelösungen,Beschichtungsmaschinen,Graviermaschinen,Poliermaschinen,Beschichtungen,Gravieren,Polierens,Wetzlar,1481737.0,40-60,40,15000
J. Engelsmann AG,https://www.engelsmann.de,False,Big Bag Handling Systeme,Industrielle Anlagen,Siebmaschinen,,,,,,,Ludwigshafen am Rhein,23396.0,No Match,,
vhf camfacture AG,https://www.vhf.de,False,CAM-Software,CNC-Fräsmaschinen,Fräswerkzeuge,,,,,,,Ammerbuch,1448482.0,40-60,40,15000
Zimmer & Kreim GmbH & Co. KG,https://www.zk-system.com,False,Automatisierungslösungen,Senkerodiermaschinen,Softwarelösungen,,,,,,,Brensbach,499746.0,10-15,10,3750
Haitian International Germany GmbH,https://haitiangermany.com,False,Energieeffiziente servo-hydraulische und elektrische IMM,HT·XTEND intelligente Maschinenmerkmale,Spritzgießmaschinen,,,,Kunststoffverarbeitungen,,,Ebermannsdorf,563286.0,10-15,10,3750
Maschinenbau Karp GmbH,https://karp-maschinenfabrik.de,True,Dreh- und Frästeile,Große Maschinenbauteile,Komplett einbaufertige Werkzeuge,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Materialveredelungen,Oberflächenbehandlungen,Prozessoptimierungen,Niederkassel,1376994.0,40-60,40,15000
H. Leiter GmbH,https://leergutleiter.com,False,"Betrieb, Wartung und Reinigung von Inhouse-Sortieranlagen                         ",Logistik- und Sortierlösungen im Leergut Segment,Sortierdienstleistungen einschließlich vorgelagerter Logistik,,,,,,,Werra-Suhl-Tal,7494162.0,200-350,200,75000
